date,open,high,low,close,volume,turnover,ret_1,ret_2,ret_3,sma_5,sma_10,sma_20,ema_12,ema_26,vol_10,vol_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,vol_change_1,vol_mean_10,close_lag1,ret_lag_1,close_lag2,ret_lag_2,close_lag3,ret_lag_3,close_lag5,ret_lag_5,close_lag10,ret_lag_10,target,sma_50
2019-02-06,10965.1,11072.6,10962.7,11062.45,298510497,15172.85,0.011715374027720049,0.013764347407729804,0.021373933034498416,10878.36,10816.740000000002,10842.5275,10858.768357861687,10833.341279158052,0.008815993345864545,0.007211274620671439,60.38487060384877,25.427078703634834,5.899447136807526,19.52763156682731,11056.771434938413,10628.283565061587,0.03951918682030792,0.11344991734967258,379982638.9,10934.35,0.3223279552281843,10912.25,0.0063986610991835,10830.95,0.2544596624547142,10652.2,-0.5146164867008791,24213.3,0.997747580505433,True,
2019-02-07,11070.45,11118.1,11043.6,11069.4,263544426,13542.69,0.0006282514271249706,0.012350985655297242,0.014401246305757232,10961.880000000001,10840.53,10853.24,10891.173225882965,10850.827110331531,0.008155153990450317,0.007159304593499142,60.00121817517353,40.346115551434195,12.78878081973286,27.557334731701335,11090.347061316857,10616.132938683142,0.0436933231582196,-0.11713514717708573,376449450.1,11062.45,0.3309548805066049,10934.35,0.2599744648042243,10912.25,0.172936915858773,10651.8,-0.5635024191783709,11921.5,-0.5326679655189986,False,
2019-02-08,11023.5,11041.2,10925.45,10943.6,352787419,15507.05,-0.011364662944694293,-0.01074355138328309,0.000845957921595808,10984.41,10849.91,10859.34,10899.238883439431,10857.6991762329,0.009221846890232933,0.007631713828431604,51.939256045293384,41.5397072065316,18.53896609709261,23.00074110943899,11099.280121039003,10619.399878960998,0.04419055320839064,0.3386259931750557,375619982.4,11069.4,0.1011458188072329,11062.45,0.4994511143250448,10934.35,0.1930837771873583,10830.95,-0.4831791552139476,25492.3,0.0534291210301103,False,
2019-02-11,10930.9,10930.9,10857.1,10888.8,285985383,13818.92,-0.0050074929639242205,-0.01631524743888557,-0.01569724608924794,10979.720000000001,10860.734999999999,10864.0325,10897.632901371828,10860.00294095639,0.00911078056768117,0.0077061105114382186,46.1343070328623,37.62996041543738,22.357164960761565,15.272795454675816,11102.335677695977,10625.729322304021,0.04387011502330795,-0.18935492708145585,357874044.9,10943.6,0.2096313639589397,11069.4,-0.0088642122315605,11062.45,0.2465351490360552,10912.25,-0.5613600947580357,25574.35,0.316545133034926,False,
2019-02-12,10879.7,10910.9,10823.8,10831.4,292314643,14424.78,-0.0052714716038497755,-0.01025256771080818,-0.021500713679151517,10959.13,10877.72,10868.7225,10887.4432242377,10857.88420458925,0.008417667387516464,0.007704491274110666,45.257748014327966,29.559019648449976,23.797535898299248,5.7614837501507274,11100.141328499782,10637.303671500218,0.042584366009856586,0.022131410821090824,345137246.5,10888.8,0.2260222194846064,10943.6,-0.0194455959829454,11069.4,0.250551895327,10934.35,0.1735811135823519,24141.3,0.3156236886706594,False,
2019-02-13,10870.55,10891.65,10772.1,10793.65,321958549,15360.98,-0.003485237365437488,-0.008738336639482758,-0.013702072444168323,10905.369999999999,10891.865,10864.065,10873.0134974319,10853.126115360417,0.008542890591133447,0.007063216200815866,47.91952948936402,19.887382071483444,23.015505132936088,-3.1281230614526443,11097.690854958873,10630.439145041128,0.04300892068647838,0.10141095121259447,341642202.0,10831.4,0.2856526291168708,10888.8,-0.0164970587913111,10943.6,0.2535522164663555,11062.45,-0.4977514084248861,25875.8,0.0834196902038859,False,
2019-02-14,10786.1,10792.7,10718.75,10746.05,627041405,20797.41,-0.004410000324264751,-0.007879867791790618,-0.013109800896333845,10840.7,10901.29,10856.852499999999,10853.480651673146,10845.194551259645,0.008731763980680983,0.007116606326695911,44.47521167261303,8.286100413501117,20.069624189049094,-11.783523775547977,11095.91153361436,10617.793466385638,0.04403836813926714,0.9475842680605446,363335551.5,10793.65,0.2695205620147076,10831.4,0.2507707802351393,10888.8,0.1806540854048195,11069.4,-0.5664781192088274,12086.7,-0.5329560669496487,False,
2019-02-15,10780.25,10785.75,10620.4,10724.4,521876968,20733.95,-0.0020146937711996715,-0.006415809295280073,-0.009878686042432139,10796.86,10890.634999999998,10847.8125,10833.622089877277,10836.246806721892,0.006719756185088531,0.007106496334148878,46.85028327817357,-2.62471684461525,15.530755982316226,-18.155472826931476,11092.774604212062,10602.850395787938,0.04516341045018276,-0.16771529943863916,355041445.6,10746.05,0.0504922513683705,10793.65,0.5309622619286807,10831.4,0.1693550347151897,10943.6,-0.4860522973936279,25910.05,0.1010232569998341,False,
2019-02-18,10738.65,10759.9,10628.4,10640.95,345440240,14903.19,-0.007781321099548544,-0.009780337891597268,-0.01414720692258864,10747.289999999999,10863.505,10834.5125,10803.980229896159,10821.780376594344,0.0063037735861719525,0.007269334958670595,48.79644776817022,-17.800146698185927,8.864575446215795,-26.664722144401722,11094.385993261629,10574.639006738373,0.04797142340490687,-0.3380810781440732,357755465.7,10724.4,0.1814938880891368,10746.05,0.0028874209478799,10793.65,0.2683054063705685,10888.8,-0.5518182938856016,26013.45,0.3183515948874407,False,
2019-02-19,10636.7,10722.85,10585.65,10604.35,291507060,13765.01,-0.003439542522049255,-0.011194099436798277,-0.013186240525588366,10701.880000000001,10830.505000000001,10816.6375,10773.267886835212,10805.674422772541,0.006101854851578741,0.007131999965537578,47.29064039408865,-32.406535937328954,0.6103531695068449,-33.0168891068358,11088.534240994002,10544.740759006,0.0502738010761665,-0.15612882853485743,360096659.0,10640.95,0.1940898560569037,10724.4,0.0094462159389909,10746.05,0.2353291578146359,10831.4,0.1298027653470221,23453.8,0.2810928764751346,True,
2019-02-20,10655.45,10752.7,10646.4,10735.45,289195306,13209.71,0.012362851094126492,0.008880786020045273,0.0010303606728583325,10690.240000000002,10797.804999999998,10807.2725,10767.449750399026,10800.47261367828,0.006276787202159763,0.0077659147996586185,54.12577065351425,-33.022863279253215,-6.116290120245167,-26.906573159008047,11076.67132872992,10537.873671270077,0.049855100577860266,-0.007930353384923206,359165139.9,10604.35,0.082188319936213,10640.95,0.1965952301048665,10724.4,0.015241876443093,10793.65,0.1979745675709945,12259.7,-0.529425989294755,True,
2019-02-21,10744.1,10808.85,10721.5,10789.85,279584955,14758.5,0.005067323679957436,0.017492821342184994,0.013993111517298651,10699.0,10769.85,10805.189999999999,10770.89594264533,10799.685753405814,0.006702711833887734,0.00766123732824244,47.68841394825644,-28.789810760485125,-10.65099424829316,-18.138816512191966,11074.444154246406,10535.935845753591,0.049837930521611895,-0.033231351963921574,360769192.8,10735.45,0.3069452209920447,10604.35,0.2074521858625735,10640.95,0.1988931663085411,10746.05,-0.535268680445151,12271.8,-0.5314703069431108,True,
2019-02-22,10782.7,10801.55,10758.4,10791.65,396846597,24386.42,0.00016682344981622244,0.005234992478191369,0.01766256300480462,10712.45,10754.654999999999,10802.2825,10774.088874546047,10799.090512412791,0.005966231189961237,0.007649396561209387,42.5509573810994,-25.001637866744204,-13.521122971983369,-11.480514894760836,11070.763120245427,10533.801879754572,0.04970812793415233,0.4194132763688947,365175110.6,10789.85,0.6111544054717886,10735.45,0.1870833987230422,10604.35,0.1084113432972464,10724.4,0.1679176442791128,23349.9,0.1802774042884438,True,
2019-02-25,10813.25,10887.1,10788.05,10880.1,385905142,16466.09,0.00819615165428833,0.008364342414398651,0.013474050924739966,10760.28,10753.785,10807.26,10790.39827846204,10805.091215197028,0.006510737141731787,0.007727564892940582,46.903008506022715,-14.692936734987597,-13.755485724584215,-0.9374510104033824,11077.728018539407,10536.791981460594,0.05005302334530794,-0.027570993635104846,375167086.5,10791.65,0.1934193869309939,10789.85,0.0355366232683853,10735.45,0.2134329196777842,10640.95,-0.5456545422745194,25959.5,0.3114368997762027,False,
2019-02-26,10775.3,10888.75,10729.3,10835.3,414954476,19186.75,-0.004117609213150741,0.004044793891573528,0.004212292107860449,10806.470000000001,10754.175,10815.947499999998,10797.306235621727,10807.328902960211,0.006417692588757967,0.00732892274397184,35.66967383761266,-10.022667338484098,-13.008922047364193,2.986254708880095,11077.731618522355,10554.163381477641,0.04840706161385436,0.07527584071424465,387431069.8,10880.1,0.3083901635359416,10791.65,0.0556846532183334,10789.85,0.3637972064953649,10604.35,-0.5006885628267055,11583.9,-0.5346121165006418,False,
2019-02-27,10881.2,10939.7,10751.2,10806.65,381080073,18313.85,-0.0026441353723477556,-0.006750857069328431,0.00138996353662324,10820.71,10755.475,10823.670000000002,10798.743737833767,10807.278613852048,0.006371492004518003,0.0073612176062343194,33.865520417562166,-8.534876018280556,-12.114112841547467,3.5792368232669105,11073.976066120747,10573.363933879256,0.046251607101980285,-0.08163402242707707,393343222.2,10835.3,0.2967902819473598,10880.1,0.0288834405309128,10791.65,0.2249973151959907,10735.45,-0.4897306127948396,24194.5,0.4209949813378595,False,
2019-02-28,10865.7,10865.7,10784.85,10792.5,644159018,27123.34,-0.0013093789472222728,-0.003950052144379823,-0.008051396586428505,10821.24,10760.119999999999,10830.705,10797.783162782418,10806.18390171486,0.0061986448395695976,0.007373822376998219,39.247082265869615,-8.400738932441527,-11.37143805972628,2.970699127284753,11068.256013690247,10593.153986309753,0.04386621437667201,0.6903508308082014,395054983.5,10806.65,0.3423761617827205,10835.3,0.2376977105203166,10880.1,0.1461329816353953,10789.85,-0.5522877875481872,12245.8,-0.4955365418601107,True,
2019-03-05,10864.85,10994.9,10817.0,10987.45,373220239,17960.03,0.018063470002316562,0.0167304391277594,0.014042066209519088,10860.4,10786.425,10838.53,10826.962676200508,10819.611020106351,0.008230765189391358,0.007520970338313679,55.85286265203212,7.351656094157079,-7.626819228949608,14.978475323106686,11086.209386134153,10590.850613865849,0.04570350151434781,-0.420608532100066,380189310.6,10792.5,0.0883991603779217,10806.65,0.4588136757290986,10835.3,0.2345160743311152,10791.65,-0.4963635609926856,24467.45,0.1827566370825841,True,
2019-03-06,11024.85,11062.3,10998.85,11053.0,372550850,17850.93,0.005965897455733504,0.024137132267778583,0.02279614866771862,10894.98,10827.63,10845.567500000001,10861.737649092738,10836.899092691066,0.007440988271131314,0.007455683749048739,63.02150664002824,24.838556401671667,-1.1337441028253528,25.97230050449702,11109.529752634331,10581.605247365671,0.04867652202327449,-0.0017935495722138928,382900371.6,10987.45,0.0763335978184536,10792.5,0.2344437814530022,10806.65,0.4635585086443754,10880.1,-0.5315706902720818,11993.05,-0.5146164867008791,True,
2019-03-07,11077.95,11089.05,11027.1,11058.2,321208766,15321.68,0.00047046050845933607,0.006439164683343268,0.02461894834375733,10939.560000000001,10873.015000000001,10851.76,10891.962626155393,10853.291752491728,0.007111937812940632,0.0074488819963480545,66.1636219221605,38.67087366366468,6.827179450472654,31.843694213192023,11129.921120670435,10573.598879329566,0.05126562339573206,-0.1378122852222723,385870542.2,11053.0,0.0743006315405485,10987.45,0.2375081116158339,10792.5,0.0295057396477205,10835.3,0.0929544510090882,12052.95,0.1189355539464158,False,
2019-03-08,11038.85,11049.0,11008.95,11035.4,326569833,14369.77,-0.0020618183791214495,-0.0015923278747851377,0.0043640699161315855,10985.310000000001,10903.01,10850.4075,10914.02991443918,10866.781252307155,0.006729933899357457,0.006988661260765879,68.23136538340368,47.24866213202404,14.911475986782932,32.337186145241105,11124.488329942747,10576.326670057251,0.050519914564083994,0.01669028858322008,389607994.9,11058.2,0.2152145570930577,11053.0,0.0350355451952453,10987.45,0.1422981251405815,10806.65,-0.5380293343520924,10802.15,-0.4831791552139476,True,
2019-03-11,11068.75,11180.9,11059.85,11168.05,352242287,17349.95,0.012020407053663584,0.009933804778354371,0.010408938749660646,11060.420000000002,10940.83,10855.34,10953.109927602382,10889.097455839958,0.007325380107528908,0.007496860394420608,74.5232436017909,64.01247176242396,24.73167514191114,39.28079662051282,11148.875215496952,10561.804784503049,0.05408125687393512,0.0786124479538195,396873728.1,11035.4,0.3278924876616929,11058.2,0.145087093776568,11053.0,0.253173547848925,10792.5,-0.4969880631213275,10794.95,-0.5613600947580357,True,
2019-03-12,11231.35,11320.4,11227.0,11301.2,391310519,20861.35,0.011922403642534052,0.02408612284103895,0.02197464325116205,11123.17,10991.785,10873.22,11006.662246432785,10919.623570222184,0.007670617406161959,0.007369300861770108,84.59523185747956,87.0386762106009,37.19307535564909,49.845600854951805,11226.81248235638,10519.62751764362,0.06503914799045363,0.11091295236792509,396320120.3,11168.05,0.0661175376629865,11035.4,0.4255505068157987,11058.2,0.2427712028325082,10987.45,-0.5052924129520817,24641.8,0.1735811135823519,True,
2019-03-13,11326.2,11352.3,11276.6,11341.7,382996187,20851.67,0.0035836902275865334,0.015548820071543457,0.027756130271671342,11180.91,11037.945,10895.865000000002,11058.206516212356,10950.888490946467,0.007571768343057285,0.007210429241669765,88.47779575223075,107.31802526588945,51.21806533769717,56.09995992819228,11306.9882778364,10484.741722163602,0.07546409171486598,-0.021247402245274216,396029224.8,11301.2,0.0592436733239052,11168.05,0.2235311661198924,11035.4,0.4596641381887776,11053.0,-0.5324580534914093,12329.55,-0.4977514084248861,True,
2019-03-14,11382.5,11383.45,11313.75,11343.25,294480678,15661.05,0.00013666381582999598,0.003720843804197793,0.015687608848456103,11237.920000000002,11088.74,10921.4575,11102.059359871993,10979.952306431915,0.007161579502775181,0.007019732647658792,86.67632150615482,122.10705344007874,65.3958629581735,56.71119048190525,11377.009043418002,10465.905956581999,0.0834232140569153,-0.2311132904307478,383981845.0,11341.7,0.0498716806967016,11301.2,0.2180832522302194,11168.05,0.0645409314365781,11058.2,0.1272467557846839,12362.3,0.1513094173744598,True,
2019-03-15,11376.85,11487.0,11370.8,11426.85,463704896,25143.26,0.00737002181914348,0.0075076928502781914,0.011118288323363812,11316.210000000001,11150.76,10953.117499999998,11152.027150660917,11013.055839288809,0.006720329355570667,0.006965512696993006,87.12986710188842,138.97131137210818,80.11095264096043,58.86035873114774,11456.745171865252,10449.489828134745,0.09196060790277352,0.5746530439596447,392244327.3,11343.25,0.2161929634183235,11341.7,0.0382309126376965,11301.2,0.1330584340535563,11035.4,-0.5380042389674841,10886.8,-0.4860522973936279,True,10884.116000000002
2019-03-18,11473.85,11530.15,11412.5,11462.2,320250041,16942.22,0.0030935909721401256,0.010486412624247876,0.010624509553241568,11375.039999999999,11217.73,10988.925,11199.746050559239,11046.325777119268,0.006350213460469768,0.0067511190806456125,87.61429292645975,153.42027343997142,94.77281680076264,58.647456639208784,11530.936546293786,10446.913453706213,0.09864687333725301,-0.3093667033440165,359853429.6,11426.85,0.3281373905292222,11343.25,0.1426917874587849,11341.7,0.2607004377736086,11168.05,-0.5042015632098218,10906.95,-0.5518182938856016,True,10897.51
2019-03-19,11500.3,11543.85,11451.25,11532.4,326099667,16179.92,0.0061244787213623475,0.009237016325583935,0.016675115156590925,11421.28,11272.225,11029.325,11250.923581242434,11082.331275110433,0.004766896635624515,0.006661618938491406,87.35540029778934,168.59230613200089,109.5367146670103,59.055591464990584,11607.55949122488,10451.090508775122,0.10485401259367715,0.01826580874660988,355141372.4,11462.2,0.0366441026568273,11426.85,0.4766132127421696,11343.25,0.23551653897855,11301.2,-0.5095664681071481,24198.85,0.1298027653470221,False,10914.713
2019-03-20,11553.35,11556.1,11503.1,11521.05,366298049,18311.44,-0.0009841836911658186,0.005134267418122063,0.008243741713595432,11457.15,11319.03,11073.33,11292.481491820521,11114.828958435586,0.005084253462994437,0.0062049523361987595,90.8354671589352,177.65253338493494,123.15987841059524,54.4926549743397,11660.995566726326,10485.664433273674,0.10614071227468626,0.12327023320756725,354516092.3,11532.4,0.0322656941606842,11462.2,0.2439029174091884,11426.85,0.4770980518754888,11341.7,-0.5401342914359759,14644.7,0.1979745675709945,False,10930.587
2019-03-22,11549.2,11572.8,11434.55,11456.9,386193935,19755.74,-0.005568068882610522,-0.00654677257119074,-0.00046238941913434584,11479.88,11358.9,11115.9575,11317.776646925056,11140.167554107024,0.005870021572598406,0.006355682114874736,87.15077415300227,177.60909281803288,134.04972129208278,43.5593715259501,11683.733960158845,10548.181039841156,0.1021552052819281,0.054316112396219696,361014609.2,11521.05,0.2656414667631293,11532.4,0.0270357238974501,11462.2,0.1646599480774342,11343.25,-0.5339457188079644,21255.05,0.1679176442791128,False,10944.288999999999
2019-03-25,11395.65,11395.65,11311.6,11354.25,294459196,14101.14,-0.008959666227338903,-0.014477847071230454,-0.015447781901425484,11465.359999999999,11390.785,11146.897500000001,11323.38793201351,11156.025513062059,0.0069165248911959715,0.006642040445523938,79.14699320292632,167.3624189514503,140.71226082395629,26.650158127494024,11694.448930388993,10599.346069611009,0.09824283938898554,-0.23753542116087345,357803545.5,11456.9,0.3535243480766459,11521.05,0.1033989408737294,11532.4,0.2796641775231185,11426.85,-0.4904554948811853,10780.55,-0.5456545422745194,True,10955.330999999998
